Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,HAR_Total,SAR,RSC,Na%,WnQn(Ph),WnQn(Ca),WnQn(Mg),WnQn(F),WnQn(Ec),WnQn(Har),WnQn(TDS),WaterQualityIndex
LabKpm35,Kancheepuram,Kancheepuram,Marutham,,,05-07-2016,3923,2,48,184.68,1224,15,2056,143,60,366,0.14,8.5,7120,880,17.95145,0,74.75887,11.6909,0.847980032,20.39126983,9.661230868,7.861481547,0.971643787,1.559355624,52.98386169
13014A,Kancheepuram,Uthiramerur,Magaral,"12°43'00""","79°45'18""",05-07-2016,441,6,72,25.515,34,32,71,28,5.763867,244.1105,0.1,8.4,800,285,0.8765931,0,18.50935,10.91150667,1.271970048,2.817214911,6.900879192,0.883312533,0.31468009,0.175293355,23.2748568
2404A,Kancheepuram,Kancheepuram,Thiruparuthikundram,"12°49'54""","79°40'51""",05-07-2016,651,16,16,23.085,190,21,85,78,60,213.5,0.55,8.4,1150,135,7.115494,2.801449,71.86718,10.91150667,0.282660011,2.548908729,37.95483555,1.269761767,0.14905899,0.258766381,53.3754981
HP11957,Kancheepuram,Kancheepuram,Kilambi,"12°51'30""","79°39'20""",05-07-2016,815,12,14,32.805,230,20,177,136,60,183,0.22,8.4,1390,170,7.675178,1.60149,71.9015,10.91150667,0.247327509,3.622133457,15.18193422,1.534755527,0.187703913,0.323954839,32.00931613
LabKpm16,Kancheepuram,Kancheepuram,Kancheepuram Kailasanatha,"12°50'33""","79°41'22""",05-07-2016,1028,8,22,38.88,300,21,355,134,0,244,0.37,8.1,1790,215,8.902367,0,72.96766,8.573326667,0.388657515,4.292898912,25.53325301,1.976411793,0.237390243,0.408620337,41.41055848
LabKpm17,Kancheepuram,Kancheepuram,Kurivimalai,"12°47'24""","79°42'50""",05-07-2016,438,5,52,29.16,52,18,160,44,0.4687892,99.50615,0.6,7.7,770,250,1.431311,0,29.31092,5.455753333,0.918645035,3.219674184,41.40527515,0.850188313,0.276035167,0.174100883,52.29967206
11717,Kancheepuram,Kancheepuram,Perunager-2,"12°39'03""","79°38'59""",06-07-2016,912,37,88,66.825,132,18,188,57,0,396.5,0.33,7.8,1610,495,2.581928,0,35.67904,6.235146667,1.554630059,7.378420005,22.77290133,1.777666473,0.54654963,0.362511427,40.62782559
11718,Kancheepuram,Kancheepuram,Uthiramerur,"12°36'59""","79°45'43""",06-07-2016,1502,42,20,63.18,366,121,390,107,90,317.2,0.18,8.5,2520,310,9.044175,2.002285,63.14519,11.6909,0.353325013,6.975960732,12.42158255,2.78243448,0.342283607,0.597030881,35.16351726
11750,Kancheepuram,Kancheepuram,Sethanacheri,"12°40'47""","79°45'16""",06-07-2016,459,7,42,24.3,103,9,96,16,3.301679,221.6191,1.05,8.2,880,205,3.130819,0,50.87697,9.35272,0.741982528,2.68306182,72.45923151,0.971643787,0.226348837,0.182448185,86.61743667
13010,Kancheepuram,Kancheepuram,Menalur,"12°35'01""","79°44'29""",06-07-2016,968,4,106,97.2,115,19,518,34,0,122,0.17,7.7,1880,665,1.940631,0,26.64088,5.455753333,1.872622571,10.73224728,11.73149463,2.075784453,0.734253543,0.384770901,32.98692671
13013,Kancheepuram,Uthiramerur,Kavanipakkam,,,06-07-2016,428,5,28,24.3,97,15,60,8,1.680183,283.2883,0.57,7.8,800,170,3.237487,1.302534,52.74181,6.235146667,0.494655019,2.68306182,39.33501139,0.883312533,0.187703913,0.170125977,49.98901732
Hp11916A,Kancheepuram,Madhuranthagam,Salaiyur,,,06-07-2016,894,5,30,24.3,276,16,277,108,0,280.6,0.38,8.2,1590,175,9.079396,1.102653,75.45159,9.35272,0.52998752,2.68306182,26.22334093,1.75558366,0.193224617,0.355356596,41.09327514
HP11939,Kancheepuram,Uthiramerur,Salavakkam,"12°40'00""","79°53'40""",06-07-2016,438,8,62,13.365,65,11,89,25,2.630753,222.3063,0.32,8.1,730,210,1.95247,0,38.71703,8.573326667,1.095307541,1.475684001,22.08281341,0.806022687,0.23186954,0.174100883,34.43912473
HP11953,Kancheepuram,Uthiramerur,Malayankulam,"12°42'30""","79°48'40""",06-07-2016,656,11,20,37.665,179,12,121,40,90,213.5,0.36,8.4,1220,205,5.439703,2.402075,63.87019,10.91150667,0.353325013,4.158745821,24.84316509,1.347051613,0.226348837,0.260753834,42.10089687
MWW21,Kancheepuram,Chengalpattu,Kurumberi,"12°39'57""","79°53'12""",06-07-2016,636,10,70,38.88,110,8,167,30,0,335.5,0.1,7.8,1170,335,2.615602,0,40.95798,6.235146667,1.236637547,4.292898912,6.900879192,1.29184458,0.369887123,0.252804022,20.58009804
MWW26,Kancheepuram,Kancheepuram,Perunager-2,"12°39'03""","79°38'59""",06-07-2016,663,4,42,47.385,132,10,238,69,0,213.5,0.51,8.1,1200,300,3.316281,0,47.8766,8.573326667,0.741982528,5.231970549,35.19448388,1.3249688,0.3312422,0.263536268,51.66151089
13238,Kancheepuram,Chengalpattu,Kannivakkam,"12°47'50""","80°50'30""",06-07-2016,593,2,20,26.73,156,0.1,138,121,0,244,0.2,8.2,1000,160,5.366472,0.8018245,67.95249,9.35272,0.353325013,2.951368002,13.80175838,1.104140667,0.176662507,0.235711926,27.9756865
23047,Kancheepuram,Kancheepuram,Devanur,"12°45'26""","79°55'33""",06-07-2016,384,3,18,21.87,97,0.1,113,20,1.536091,163.4139,0.17,8,690,135,3.632761,0.03184528,60.97427,7.793933333,0.317992512,2.414755638,11.73149463,0.76185706,0.14905899,0.15263639,23.32172855
A13006,Kancheepuram,Kancheepuram,Chengalpet Police Qtrs,"12°41'48""","79°58'34""",06-07-2016,817,18,54,40.095,152,34,181,108,0,335.5,0.1,8.2,1350,300,3.819071,0,49.06431,9.35272,0.953977536,4.427052003,6.900879192,1.4905899,0.3312422,0.32474982,23.78121065
HP11909,Kancheepuram,Chengalpattu,Ottivakkam,"12°47'25""","80°07'25""",06-07-2016,250,2,26,19.44,35,0.1,50,50,0.7408406,99.21944,0.16,7.9,440,145,1.264906,0,34.4268,7.01454,0.459322517,2.146449456,11.04140671,0.485821893,0.160100397,0.09937265,21.40701362
HP11912,Kancheepuram,Chengalpattu,Karunilam,"12°45'40""","80°04'00""",06-07-2016,896,22,22,52.245,214,0.1,195,194,0,244,0.22,8.1,1470,270,5.666517,0,63.28825,8.573326667,0.388657515,5.768582913,15.18193422,1.62308678,0.29811798,0.356151578,32.18985765
HP11926,Kancheepuram,Chengalpattu,Pattaravakkam,"12°42'56""","80°01'10""",06-07-2016,202,2,20,34.02,5,0.1,18,25,1.75359,148.1835,0.36,8.1,400,190,0.1578336,0,5.413411,8.573326667,0.353325013,3.756286548,24.84316509,0.441656267,0.209786727,0.080293101,38.25783941
HP11954,Kancheepuram,Tambaram,Ponmar,"12°51'10""","80°10'40""",06-07-2016,389,3,50,18.225,64,0.1,89,63,1.396404,148.5536,0.1,8,680,200,1.969718,0,41.05145,7.793933333,0.883312533,2.012296365,6.900879192,0.750815653,0.220828133,0.154623843,18.71668905
LabKpm05,Kancheepuram,Chenglepet,Peramanur,"12°47'21""","80°00'49""",06-07-2016,1035,21,76,92.34,151,0.1,347,144,0,244,0.26,8.2,1840,570,2.752146,0,36.56697,9.35272,1.342635051,10.19563492,17.9422859,2.031618827,0.62936018,0.411402771,41.90565764
LabKpm06,Kancheepuram,Chenglepet,Kottamedu,"12°43'17""","80°06'44""",06-07-2016,331,6,60,20.655,25,0.1,71,36,1.396404,148.5536,0.08,8,580,235,0.709823,0,18.80095,7.793933333,1.05997504,2.280602547,5.520703353,0.640401587,0.259473057,0.131569389,17.68665831
LabKpm07,Kancheepuram,Thirukazhukkuntram,Amur,"12°39'40""","80°08'24""",06-07-2016,183,3,24,26.73,9,0.1,32,17,1.168814,98.76824,0.2,8.1,380,170,0.3003704,0,10.32567,8.573326667,0.423990016,2.951368002,13.80175838,0.419573453,0.187703913,0.07274078,26.43046121
11904,Kancheepuram,Thirukazhukkuntram,Nathankariyachery,"12°34'17""","80°06'30""",06-07-2016,586,5,36,38.88,111,7,170,109,0,183,0.53,8.1,1000,250,3.054884,0,48.26687,8.573326667,0.635985024,4.292898912,36.57465972,1.104140667,0.276035167,0.232929492,51.68997564
HP11929A,Kancheepuram,Thirukazhukkuntram,Manamathi,"12°39'25""","80°07'10""",06-07-2016,412,2,34,48.6,44,0.1,142,73,0.9307806,99.01922,0.18,8,760,285,1.134095,0,25.14176,7.793933333,0.600652523,5.36612364,12.42158255,0.839146907,0.31468009,0.163766127,27.49988516
HP11930,Kancheepuram,Chengalpattu,Nellikuppam,"12°44'58""","80°07'55""",06-07-2016,1081,11,30,47.385,329,0.1,326,33,90,353.8,0.35,8.4,1970,270,8.712153,3.402886,72.60772,10.91150667,0.52998752,5.231970549,24.15307717,2.175157113,0.29811798,0.429687339,43.72950434
11725,Kancheepuram,Chengalpattu,Thirupulivanam,"12°40'08""","79°45'37""",06-07-2016,146,1,26,19.44,1,8,18,10,0.7408406,99.21944,0.54,7.9,300,145,0.03614017,0,1.382931,7.01454,0.459322517,2.146449456,37.26474764,0.3312422,0.160100397,0.058033628,47.43443583
Lab Kpm 04,Kancheepuram,Thirukazhukkuntram,Esoor,"12°32'27""","79°59'25""",06-07-2016,366,4,44,26.73,43,17,71,24,0.9376959,199.0372,0.23,7.7,670,220,1.261683,0,27.91396,5.455753333,0.777315029,2.951368002,15.87202214,0.739774247,0.242910947,0.14548156,26.18462526
MWW11A,Kancheepuram,Thirukazhukkuntram,Karunguzhi-IB,"12°32'35""","79°54'15""",06-07-2016,769,12,36,23.085,209,16,280,75,0,152.5,0.41,7.9,1320,185,6.687266,0,68.88986,7.01454,0.635985024,2.548908729,28.29360469,1.45746568,0.204266023,0.305670271,40.46044041
MWW18,Kancheepuram,Chenglepet,Karuveppam Poondi,"12°40'47""","79°45'16""",06-07-2016,1261,18,12,61.965,362,30,372,86,120,274.5,0.7,8.5,2220,285,9.328982,2.801597,70.8926,11.6909,0.211995008,6.841807641,48.30615434,2.45119228,0.31468009,0.501235647,70.31796501
13011AA,Kancheepuram,Chenglepet,Thiruporur.govt.school,"12°43'10""","80°11'00""",06-07-2016,410,2,20,25.515,99,0.1,78,50,2.45532,207.4817,0.68,8.1,740,155,3.460169,0.3850664,58.1417,8.573326667,0.353325013,2.817214911,46.9259785,0.817064093,0.171141803,0.162971146,59.82102214
23072A,Kancheepuram,Chenglepet,Thimmavaram,"12°43'19""","79°57'08""",06-07-2016,664,1,22,27.945,198,0.1,259,46,0,213.5,0.56,8.1,1200,170,6.607985,0.1021003,71.6962,8.573326667,0.388657515,3.085521093,38.64492347,1.3249688,0.187703913,0.263933758,52.46903522
LabKpm21,Kancheepuram,Chenglepet,Ponmar(water Plant),,,06-07-2016,472,3,34,40.095,74,0.1,142,62,2.567714,172.353,0.1,8.2,820,250,2.036555,0,39.17042,9.35272,0.600652523,4.427052003,6.900879192,0.905395347,0.276035167,0.187615563,22.65034979
LabKpm22,Kancheepuram,Chenglepet,Tiruporur Bdo Office,,,06-07-2016,435,3,24,34.02,87,0.1,121,64,1.396404,148.5536,0.22,8,780,200,2.676849,0,48.61627,7.793933333,0.423990016,3.756286548,15.18193422,0.86122972,0.220828133,0.172908411,28.41111038
13166,Kancheepuram,Chengalpattu,Muttukkadu,"12°49'00""","80°14'00""",08-07-2016,584,7,62,21.87,122,0.1,199,62,0,170.8,0.05,7.9,1020,245,3.392491,0,52.01114,7.01454,1.095307541,2.414755638,3.450439596,1.12622348,0.270514463,0.23213451,15.60391523
11902,Kancheepuram,Chengalpattu,Nenmeli,"12°39'57""","80°01'03""",08-07-2016,216,1,16,32.805,10,7,39,15,2.200731,147.72,0.05,8.2,410,175,0.328908,0,10.57836,9.35272,0.282660011,3.622133457,3.450439596,0.452697673,0.193224617,0.08585797,17.43973332
11903,Kancheepuram,Thirukazhukkuntram,Kuzhipanthandalam,"12°37'24""","80°06'52""",08-07-2016,495,8,30,71.685,39,0.1,142,85,1.396404,148.5536,0.13,8,910,370,0.8821607,0,18.65225,7.793933333,0.52998752,7.915032369,8.971142949,1.004768007,0.408532047,0.196757847,26.82015407
13008,Kancheepuram,Thirukazhukkuntram,Agathy Mangalam,"12°35'20""","80°10'40""",08-07-2016,432,9,54,34.02,43,22,82,12,5.533197,234.3412,0.49,8.4,790,275,1.128475,0,23.5941,10.91150667,0.953977536,3.756286548,33.81430804,0.872271127,0.303638683,0.171715939,50.78370454
HP11964,Kancheepuram,Thirukazhukkuntram,Panangattucherry,"12°30'10""","80°04'55""",08-07-2016,1668,2,42,117.855,435,0.1,915,103,0,91.5,0.09,7.8,3070,590,7.791805,0,61.59719,6.235146667,0.741982528,13.01284983,6.210791273,3.389711847,0.651442993,0.663014321,30.90493945
HP13006,Kancheepuram,Thirukazhukkuntram,P.v.kalathur,"12°37'04""","79°58'31""",08-07-2016,981,9,96,83.835,152,8,457,83,0,122,0.26,7.9,1850,585,2.734802,0,35.72749,7.01454,1.695960064,9.256563279,17.9422859,2.042660233,0.64592229,0.389938279,38.98787004
LabKpm08,Kancheepuram,Thirukazhukkuntram,Sadras,"12°31'43""","80°09'40""",08-07-2016,261,1,62,14.58,9,0.1,35,14,2.338365,197.5987,0.1,8.1,470,215,0.2671761,0,8.3508,8.573326667,1.095307541,1.609837092,6.900879192,0.518946113,0.237390243,0.103745047,19.03943189
LabKpm23,Kancheepuram,Thirukazhukkuntram,T.k.kundram(ib),,,08-07-2016,454,6,30,29.16,88,7,82,78,1.72234,183.2277,0.39,8,790,195,2.742307,0,48.43162,7.793933333,0.52998752,3.219674184,26.91342885,0.872271127,0.21530743,0.180460732,39.72506317
13015,Kancheepuram,Thirukazhukkuntram,Madurabakkam,"12°52'07""","80°10'11""",11-07-2016,1127,4,24,69.255,308,0.1,245,112,0,701.5,0.45,8.2,2030,345,7.214638,4.601941,66.00814,9.35272,0.423990016,7.646726187,31.05395636,2.241405553,0.38092853,0.447971906,51.54769856
13185,Kancheepuram,Tambaram,Injambakkam,"12°55'00""","80°15'07""",11-07-2016,434,4,52,19.44,78,0.1,99,61,0.8204692,174.1545,0.1,7.7,760,210,2.342728,0,44.70041,5.455753333,0.918645035,2.146449456,6.900879192,0.839146907,0.23186954,0.17251092,16.66525438
13206,Kancheepuram,Chengalpattu,Palavakkam,"12°57'45""","80°15'30""",11-07-2016,688,16,84,18.225,129,0.1,177,118,0,183,0.1,8.2,1130,285,3.326193,0,49.63248,9.35272,1.483965056,2.012296365,6.900879192,1.247678953,0.31468009,0.273473533,21.58569319
13230,Kancheepuram,Tambaram,Pallikaranai,"12°56'06""","80°12'25""",11-07-2016,693,8,30,35.235,177,0.1,181,97,0,274.5,0.32,8.2,1210,220,5.19274,0.102851,63.63821,9.35272,0.52998752,3.890439639,22.08281341,1.336010207,0.242910947,0.275460986,37.71034271
13232,Kancheepuram,Tambaram,Tambaram,"12°55'50""","80°07'60""",11-07-2016,460,13,40,27.945,85,0.1,103,49,1.185521,158.7748,0.21,7.9,800,215,2.522784,0,46.24168,7.01454,0.706650027,3.085521093,14.4918463,0.883312533,0.237390243,0.182845676,26.60210587
13235,Kancheepuram,Tambaram,Pallavaram,"12°58'21""","80°09'13""",11-07-2016,988,12,46,54.675,242,0.1,386,84,0,244,0.15,7.9,1730,340,5.710967,0,60.76312,7.01454,0.812647531,6.036889095,10.35131879,1.910163353,0.375407827,0.392720713,26.89368731
13236A,Kancheepuram,Tambaram,St.thomas Mount,"13°00'14""","80°11'43""",11-07-2016,574,15,76,27.945,85,0.1,117,55,0,292.8,0.28,7.9,980,305,2.118397,0,37.75764,7.01454,1.342635051,3.085521093,19.32246174,1.082057853,0.336762903,0.228159604,32.41213824
13237A,Kancheepuram,Tambaram,Alandur,"13°00'16""","80°12'48""",11-07-2016,467,3,56,15.795,90,0.1,113,72,1.629215,173.3208,0.1,8,810,205,2.736062,0,48.86292,7.793933333,0.989310037,1.743990183,6.900879192,0.89435394,0.226348837,0.18562811,18.73444363
13238m,Kancheepuram,Tambaram,Pallavaram,"12°58'04""","80°09'01""",11-07-2016,563,15,40,37.665,115,0.1,170,42,0,183,0.1,8,1010,255,3.133872,0,49.52522,7.793933333,0.706650027,4.158745821,6.900879192,1.115182073,0.28155587,0.223787208,21.18073352
HP11933,Kancheepuram,Tambaram,Madambakkam.113,"12°54'00""","80°08'52""",11-07-2016,753,15,76,53.46,113,0.1,191,109,0,286.7,0.1,7.8,1310,410,2.428657,0,37.49311,6.235146667,1.342635051,5.902736004,6.900879192,1.446424273,0.452697673,0.299310422,22.57982928
Lab Kpm02,Kancheepuram,Alandur,Anakaputhur,,,11-07-2016,397,7,32,46.17,46,0.1,78,54,2.104455,177.8326,0.23,8.1,740,270,1.218132,0,27.04037,8.573326667,0.565320021,5.097817458,15.87202214,0.817064093,0.29811798,0.157803768,31.38147213
LabKpm01,Kancheepuram,Tambaram,Rajakelpakkam,,,11-07-2016,608,3,28,47.385,117,0.1,195,86,0,268.4,0.1,8.1,1040,265,3.127299,0,48.9898,8.573326667,0.494655019,5.231970549,6.900879192,1.148306293,0.292597277,0.241674285,22.88340928
MWS2,Kancheepuram,Tambaram,Mambakkam,"12°50'15""","80°10'00""",11-07-2016,179,1,42,4.86,18,0.1,67,27,0.2323459,24.71765,0.1,8,330,125,0.7008671,0,23.86007,7.793933333,0.741982528,0.536612364,6.900879192,0.36436642,0.138017583,0.071150817,16.54694224
MWS3,Kancheepuram,Tambaram,Chitlabakkam,"12°52'09""","80°11'23""",11-07-2016,449,4,38,24.3,92,0.1,106,49,1.17902,198.7894,0.54,7.8,790,195,2.867207,0,50.65334,6.235146667,0.671317525,2.68306182,37.26474764,0.872271127,0.21530743,0.178473279,48.12032548
MWS4,Kancheepuram,Tambaram,Erumpuliyur,"12°55'00""","80°06'31""",11-07-2016,812,18,60,37.665,177,0.1,280,104,0,146.4,0.05,7.9,1380,305,4.410761,0,55.80936,7.01454,1.05997504,4.158745821,3.450439596,1.52371412,0.336762903,0.322762367,17.86693985
MWS5,Kancheepuram,Tambaram,Thiruneermalai,"12°57'33""","80°07'11""",11-07-2016,815,28,120,14.58,138,0.1,156,109,0,305,0.06,7.8,1320,360,3.166238,0,45.49679,6.235146667,2.11995008,1.609837092,4.140527515,1.45746568,0.39749064,0.323954839,16.28437251
13231,Kancheepuram,Tambaram,Vengivasal,"12°51'00""","80°10'13""",11-07-2016,959,17,52,57.105,223,0.1,291,123,0,274.5,0.47,7.8,1700,365,5.07924,0,57.06992,6.235146667,0.918645035,6.305195277,32.4341322,1.877039133,0.403011343,0.381193485,48.55436314
Lab Kpm03,Kancheepuram,Sholinganallur,Ottiambakkam,,,11-07-2016,417,3,56,23.085,69,0.1,71,32,1.172149,248.8028,0.2,7.7,770,235,1.959041,0,38.9875,5.455753333,0.989310037,2.548908729,13.80175838,0.850188313,0.259473057,0.16575358,24.07114543
MWS1A,Kancheepuram,Tambaram,Nanmangalam,"12°56'30""","80°10'01""",11-07-2016,821,4,56,58.32,175,0.1,280,51,0,366,0.15,7.6,1520,380,3.906529,0,50.05198,4.67636,0.989310037,6.439348368,10.35131879,1.678293813,0.419573453,0.326339783,24.88054424
11717,Kancheepuram,Tambaram,Perunager-2,"12°39'03""","79°38'59""",02-01-2017,665,21,42,52.245,104,19,149,84,0,244,0.45,8.2,1140,320,2.529813,0,39.66516,9.35272,0.741982528,5.768582913,31.05395636,1.25872036,0.353325013,0.264331249,48.79361843
11718,Kancheepuram,Tambaram,Uthiramerur,"12°36'59""","79°45'43""",02-01-2017,1237,28,12,48.6,368,16,308,108,90,323.3,0.16,8.6,2100,230,10.55702,3.701266,76.17218,12.47029333,0.211995008,5.36612364,11.04140671,2.3186954,0.253952353,0.491695872,32.15416231
11725,Kancheepuram,Uthiramerur,Thirupulivanam,"12°40'08""","79°45'37""",02-01-2017,211,2,28,30.375,9,0.1,32,12,1.75359,148.1835,0.4,8.1,430,195,0.2804572,0,9.123518,8.573326667,0.494655019,3.353827275,27.60351677,0.474780487,0.21530743,0.083870517,40.79928416
11750,Kancheepuram,Uthiramerur,Sethanacheri,"12°40'47""","79°45'16""",02-01-2017,452,18,76,34.02,48,0.1,71,7,5.187191,219.6872,1.08,8.4,870,330,1.15002,0,24.04658,10.91150667,1.342635051,3.756286548,74.52949527,0.96060238,0.36436642,0.179665751,92.04455809
13010,Kancheepuram,Uthiramerur,Menalur,"12°35'01""","79°44'29""",02-01-2017,458,6,16,29.16,115,0.1,92,73,4.033838,170.8406,0.52,8.4,820,160,3.955844,0,60.9821,10.91150667,0.282660011,3.219674184,35.8845718,0.905395347,0.176662507,0.182050695,51.56252121
13013,Kancheepuram,Uthiramerur,Kavanipakkam,,,02-01-2017,842,23,42,37.665,189,31,135,76,0,457.5,0.68,8.2,1420,260,5.100737,2.303637,57.85677,9.35272,0.741982528,4.158745821,46.9259785,1.567879747,0.287076573,0.334687085,63.36907026
Hp11916A,Kancheepuram,Tambaram,Salaiyur,,,02-01-2017,1015,7,18,31.59,327,0.1,294,192,60,122,0.36,8.4,1770,175,10.75555,0.5019794,80.251,10.91150667,0.317992512,3.487980366,24.84316509,1.95432898,0.193224617,0.403452959,42.11165119
HP11939,Kancheepuram,Uthiramerur,Salavakkam,"12°40'00""","79°53'40""",02-01-2017,372,7,62,20.655,46,0.1,64,10,3.301679,221.6191,0.46,8.2,680,240,1.292406,0,29.43686,9.35272,1.095307541,2.280602547,31.74404428,0.750815653,0.26499376,0.147866503,45.63635029
HP11953,Kancheepuram,Uthiramerur,Malayankulam,"12°42'30""","79°48'40""",02-01-2017,545,4,16,29.16,134,18,67,96,60,213.5,0.46,8.4,950,160,4.609418,2.301552,61.43826,10.91150667,0.282660011,3.219674184,31.74404428,1.048933633,0.176662507,0.216632377,47.60011366
MWW18,Kancheepuram,Thirukazhukkuntram,Karuveppam Poondi,"12°40'47""","79°45'16""",02-01-2017,1258,13,16,63.18,375,15,347,96,120,335.5,0.78,8.7,2270,300,9.419527,3.501866,71.88049,13.24968667,0.282660011,6.975960732,53.8268577,2.506399313,0.3312422,0.500043175,77.67284979
MWW21,Kancheepuram,Cheyyur,Kurumberi,"12°39'57""","79°53'12""",02-01-2017,554,13,74,27.945,67,30,117,12,0,335.5,0.12,8.2,970,300,1.683644,0,30.125,9.35272,1.307302549,3.085521093,8.28105503,1.071016447,0.3312422,0.220209792,23.64906711
MWW26,Kancheepuram,Thirukazhukkuntram,Perunager-2,"12°39'03""","79°38'59""",02-01-2017,545,2,30,53.46,104,0.1,191,50,0,213.5,0.61,8.2,1040,295,2.634664,0,43.40343,9.35272,0.52998752,5.902736004,42.09536307,1.148306293,0.325721497,0.216632377,59.57146676
kpmMWW20,Kancheepuram,Thirukazhukkuntram,Vinayagapuram,,,02-01-2017,353,4,26,17.01,83,0.1,117,7,1.636635,138.3004,0.28,8.1,630,135,3.108834,0,57.21456,8.573326667,0.459322517,1.878143274,19.32246174,0.69560862,0.14905899,0.140314182,31.21823599
Lab Kpm 04,Kancheepuram,Thirukazhukkuntram,Esoor,"12°32'27""","79°59'25""",02-01-2017,226,2,32,20.655,28,0.1,35,10,0.2231256,149.769,0.34,7.2,450,165,0.9486448,0,26.96265,1.558786667,0.565320021,2.280602547,23.46298925,0.4968633,0.18218321,0.089832876,28.63657787
13015,Kancheepuram,Tambaram,Madurabakkam,"12°52'07""","80°10'11""",02-01-2017,703,4,48,43.74,141,27,149,32,0,488,0.3,8.1,1280,300,3.542541,2.004243,47.84638,8.573326667,0.847980032,4.829511276,20.70263758,1.413300053,0.3312422,0.279435892,36.97743369
13166,Kancheepuram,Chengalpattu,Muttukkadu,"12°49'00""","80°14'00""",02-01-2017,607,4,76,20.655,127,3,216,49,0,195.2,0.1,7.8,1110,275,3.333502,0,49.79725,6.235146667,1.342635051,2.280602547,6.900879192,1.22559614,0.303638683,0.241276794,18.52977507
13232,Kancheepuram,Tambaram,Tambaram,"12°55'50""","80°07'60""",02-01-2017,460,17,54,21.87,89,0.1,96,26,1.489528,158.4605,0.15,8,840,225,2.582431,0,46.261,7.793933333,0.953977536,2.414755638,10.35131879,0.92747816,0.24843165,0.182845676,22.87274078
13235,Kancheepuram,Tambaram,Pallavaram,"12°58'21""","80°09'13""",02-01-2017,644,11,78,47.385,88,11,199,20,0,305,0.07,7.7,1190,390,1.939294,0,32.16375,5.455753333,1.377967552,5.231970549,4.830615434,1.313927393,0.43061486,0.255983946,18.89683307
13236A,Kancheepuram,Sriperumbudur,St.thomas Mount,"13°00'14""","80°11'43""",02-01-2017,638,23,62,43.74,95,18,138,33,0,292.8,0.22,8,1130,335,2.258815,0,36.61401,7.793933333,1.095307541,4.829511276,15.18193422,1.247678953,0.369887123,0.253599003,30.77185145
13237A,Kancheepuram,Sriperumbudur,Alandur,"13°00'16""","80°12'48""",02-01-2017,633,6,98,17.01,117,4,131,38,0,402.6,0.1,7.9,1150,315,2.86963,0.308715,44.32364,7.01454,1.731292565,1.878143274,6.900879192,1.269761767,0.34780431,0.25161155,19.39403266
